Date,In1_mean,Out1_mean,In2_mean,Out2_mean,In4_mean,Out4_mean,In3_mean,Out3_mean
2021-11-19,24.09930555555555,25.67083333333333,24.804513888888888,26.602546296296296,36.11111111111109,38.50844907407409,36.09374999999999,39.26412037037037
2021-11-20,27.587499999999995,28.449074074074073,27.663078703703718,29.01018518518519,36.11111111111109,38.89432870370369,36.105671296296286,39.103472222222216
2021-11-21,27.9587962962963,29.251041666666662,28.49965277777777,29.799768518518515,36.11111111111109,38.50486111111112,36.10196759259258,39.14791666666666
2021-11-22,24.212268518518517,27.788888888888895,25.26446759259259,28.88587962962963,36.11111111111109,38.68680555555556,36.10104166666666,39.358217592592574
2021-11-23,20.184722222222224,25.717708333333338,21.32650462962963,26.672800925925923,36.11111111111109,38.737268518518526,36.11273148148148,39.220717592592585
2021-11-24,23.139583333333334,26.28981481481482,23.157638888888894,26.947337962962962,36.11111111111109,38.66898148148148,36.10891203703704,39.085648148148145
2021-11-25,27.172337962962953,28.118634259259277,27.44722222222222,28.55717592592592,36.11111111111109,38.82233796296297,36.11168981481482,39.67511574074075
2021-11-26,28.464699074074066,29.404513888888896,28.99733796296296,30.043634259259264,36.11111111111109,38.755324074074075,36.10902777777777,39.36064814814815
2021-11-27,28.405208333333334,29.351157407407413,28.962268518518513,30.212731481481484,36.11111111111109,38.903356481481474,36.10648148148149,39.798958333333346
2021-11-28,28.19664351851853,29.06805555555556,28.72939814814815,30.072337962962962,36.11111111111109,39.01608796296296,36.10254629629629,39.7855324074074
2021-11-29,26.246296296296297,27.631828703703704,27.03333333333333,28.814004629629636,36.11111111111109,38.79884259259258,36.087615740740745,39.51550925925927
2021-11-30,24.331481481481475,26.66655092592593,24.959837962962965,27.650810185185183,36.11111111111109,38.97523148148148,36.11087962962963,39.6525462962963
2021-12-01,26.133912037037035,27.448379629629624,26.336226851851848,27.349074074074085,36.11111111111109,38.874189814814805,36.110416666666666,39.63483796296296
2021-12-02,25.54722222222223,26.784837962962964,26.007523148148138,27.68368055555555,36.11111111111109,38.89444444444444,36.09560185185184,39.83391203703703
2021-12-03,24.290046296296293,25.94340277777778,24.780902777777783,26.641550925925927,36.11111111111109,38.79895833333334,36.08472222222221,40.25289351851852
2021-12-04,27.110763888888897,28.109259259259257,27.365625000000005,28.696527777777778,36.11111111111109,38.97418981481483,36.12118055555555,39.01481481481482
2021-12-05,27.904398148148157,28.903587962962963,28.389236111111117,29.81261574074074,36.11111111111109,38.831944444444446,36.10972222222222,39.440856481481475
2021-12-06,28.65902777777777,29.588310185185183,29.121643518518525,30.472337962962968,36.11111111111109,38.969097222222224,36.126736111111114,38.35509259259259
2021-12-07,27.455092592592578,28.65381944444445,27.99537037037037,29.753587962962968,36.11111111111109,38.899884259259245,36.071296296296296,39.83113425925926
2021-12-08,27.748958333333317,28.98275462962963,28.049768518518515,29.96087962962962,36.11111111111109,39.11689814814816,36.11145833333333,39.764699074074066
2021-12-09,26.98113425925926,28.57442129629629,27.362384259259244,29.768171296296277,36.11111111111109,39.10451388888892,36.098495370370365,39.740624999999994
2021-12-10,27.48125,28.718287037037044,28.096412037037037,29.8230324074074,36.11111111111109,39.027777777777814,36.112268518518526,39.62222222222222
2021-12-11,27.910069444444442,28.97210648148149,28.46145833333334,30.08101851851853,36.11111111111109,39.027777777777814,36.13159722222223,39.05868055555553
2021-12-12,26.959143518518513,28.151388888888885,27.534606481481486,28.878587962962964,36.11111111111109,39.027777777777814,36.06909722222223,40.10104166666668
2021-12-13,23.915856481481473,25.65914351851853,24.522569444444446,26.644791666666666,36.11111111111109,39.04733796296297,36.10671296296296,39.44016203703703
2021-12-14,26.585300925925917,27.658101851851853,26.789467592592597,28.348842592592604,36.25868055555552,39.31666666666663,36.111805555555556,39.368055555555564
2021-12-15,26.316087962962953,27.6613425925926,26.94513888888889,28.70578703703704,36.39444444444441,39.31666666666663,36.105902777777764,39.378009259259265
2021-12-16,24.105671296296304,25.49513888888889,24.41736111111111,26.67025462962963,36.39444444444441,39.36481481481479,36.10219907407408,39.35983796296297
2021-12-17,23.790393518518513,25.56793981481482,23.854282407407407,26.207754629629633,36.642361111111086,39.6055555555556,35.49490740740741,39.0224537037037
2021-12-18,22.360532407407405,25.330324074074074,22.65914351851852,25.795023148148147,36.677777777777756,39.477430555555586,35.78043981481482,39.856944444444444
2021-12-19,24.386805555555558,26.493518518518524,25.027546296296297,27.077083333333324,36.58333333333332,39.12708333333336,36.05960648148148,39.99305555555555
2021-12-20,24.35127314814814,26.32986111111111,25.165740740740745,27.39467592592592,36.240972222222204,38.84537037037037,36.06944444444445,39.9712962962963
2021-12-21,25.805439814814815,26.96886574074075,26.22743055555556,27.79652777777778,36.11111111111109,39.35717592592594,36.082754629629626,39.92615740740741
2021-12-22,26.690972222222232,27.81087962962964,27.235300925925927,28.745949074074066,36.11111111111109,39.18495370370369,36.10196759259258,39.60497685185187
2021-12-23,27.069560185185193,28.051504629629633,27.478125000000002,28.791087962962973,36.11111111111109,38.93275462962964,36.076504629629625,39.77418981481481
2021-12-24,26.401504629629628,27.579166666666666,27.09085648148147,28.663888888888895,36.11111111111109,39.29965277777778,36.088657407407396,39.8568287037037
2021-12-25,26.4712962962963,27.59918981481481,27.07847222222222,28.61493055555555,36.11111111111109,39.39953703703703,36.06631944444444,40.09861111111111
2021-12-26,26.70324074074074,27.80648148148148,27.28171296296297,28.89664351851853,36.11111111111109,39.408333333333324,36.046064814814805,39.89502314814815
2021-12-27,26.798263888888897,27.95486111111111,27.44490740740741,28.86550925925926,36.11111111111109,39.322916666666664,36.03090277777777,40.22893518518519
2021-12-28,27.215393518518507,28.31446759259258,27.82256944444444,28.609722222222228,36.11111111111109,39.18437500000002,36.07939814814816,39.59421296296295
2021-12-29,25.507407407407417,27.221990740740747,26.34351851851851,27.74398148148148,36.11111111111109,39.16909722222223,36.08252314814814,39.85231481481482
2021-12-30,23.323842592592587,25.555555555555557,24.072685185185193,26.241435185185193,36.11111111111109,39.162731481481465,36.06168981481481,39.85127314814815
2021-12-31,23.615277777777788,25.68981481481482,24.3130787037037,25.9275462962963,36.11111111111109,38.764120370370364,36.106944444444444,39.94467592592593
2022-01-02,24.308449074074073,26.21921296296296,24.96666666666667,26.835648148148152,36.11111111111109,38.95613425925925,36.11064814814815,39.50243055555554
